id,lang,type,code_raw,code_masked,masked
14372,java,expression_statement,"public InterpreterRuleContext(ParserRuleContext parent,int invokingStateNumber,int ruleIndex){super(parent, invokingStateNumber);this.ruleIndex = ruleIndex;}","public InterpreterRuleContext(ParserRuleContext parent,int invokingStateNumber,int ruleIndex){super(parent, invokingStateNumber);<MASKED>}",this.ruleIndex = ruleIndex;
14373,c#,expression_statement,"public InterpreterRuleContext(ParserRuleContext parent, int invokingStateNumber, int ruleIndex): base(parent, invokingStateNumber){this.ruleIndex = ruleIndex;}","public InterpreterRuleContext(ParserRuleContext parent, int invokingStateNumber, int ruleIndex): base(parent, invokingStateNumber){<MASKED>}",this.ruleIndex = ruleIndex;
14374,java,expression_statement,public CreateFileSystemFromBackupResult createFileSystemFromBackup(CreateFileSystemFromBackupRequest request) {request = beforeClientExecution(request);return executeCreateFileSystemFromBackup(request);},public CreateFileSystemFromBackupResult createFileSystemFromBackup(CreateFileSystemFromBackupRequest request) {<MASKED>return executeCreateFileSystemFromBackup(request);},request = beforeClientExecution(request);
14375,c#,expression_statement,"public virtual CreateFileSystemFromBackupResponse CreateFileSystemFromBackup(CreateFileSystemFromBackupRequest request){var options = new InvokeOptions();options.RequestMarshaller = CreateFileSystemFromBackupRequestMarshaller.Instance;options.ResponseUnmarshaller = CreateFileSystemFromBackupResponseUnmarshaller.Instance;return Invoke<CreateFileSystemFromBackupResponse>(request, options);}","public virtual CreateFileSystemFromBackupResponse CreateFileSystemFromBackup(CreateFileSystemFromBackupRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = CreateFileSystemFromBackupResponseUnmarshaller.Instance;return Invoke<CreateFileSystemFromBackupResponse>(request, options);}",options.RequestMarshaller = CreateFileSystemFromBackupRequestMarshaller.Instance;
14376,java,expression_statement,"public int getLevelForDistance(double dist) {if (dist == 0){return maxLevels;}int level =  S2Projections.MAX_WIDTH.getMinLevel(dist * DistanceUtils.DEGREES_TO_RADIANS);int roundLevel = level % arity != 0 ? 1 : 0;level = level/arity + roundLevel;return Math.min(maxLevels, level + 1);}","public int getLevelForDistance(double dist) {if (dist == 0){return maxLevels;}int level =  S2Projections.MAX_WIDTH.getMinLevel(dist * DistanceUtils.DEGREES_TO_RADIANS);int roundLevel = level % arity != 0 ? 1 : 0;<MASKED>return Math.min(maxLevels, level + 1);}",level = level/arity + roundLevel;
14377,java,expression_statement,"public ValueEval evaluate(int srcRowIndex, int srcColumnIndex, ValueEval arg0, ValueEval arg1) {ValueEval ve0;ValueEval ve1;try {ve0 = OperandResolver.getSingleValue(arg0, srcRowIndex, srcColumnIndex);ve1 = OperandResolver.getSingleValue(arg1, srcRowIndex, srcColumnIndex);} catch (EvaluationException e) {return e.getErrorEval();}StringBuilder sb = new StringBuilder();sb.append(getText(ve0));sb.append(getText(ve1));return new StringEval(sb.toString());}","public ValueEval evaluate(int srcRowIndex, int srcColumnIndex, ValueEval arg0, ValueEval arg1) {ValueEval ve0;ValueEval ve1;try {ve0 = OperandResolver.getSingleValue(arg0, srcRowIndex, srcColumnIndex);<MASKED>} catch (EvaluationException e) {return e.getErrorEval();}StringBuilder sb = new StringBuilder();sb.append(getText(ve0));sb.append(getText(ve1));return new StringEval(sb.toString());}","ve1 = OperandResolver.getSingleValue(arg1, srcRowIndex, srcColumnIndex);"
14378,c#,expression_statement,"public override ValueEval Evaluate(int srcRowIndex, int srcColumnIndex, ValueEval arg0, ValueEval arg1){ValueEval ve0;ValueEval ve1;try{ve0 = OperandResolver.GetSingleValue(arg0, srcRowIndex, srcColumnIndex);ve1 = OperandResolver.GetSingleValue(arg1, srcRowIndex, srcColumnIndex);}catch (EvaluationException e){return e.GetErrorEval();}StringBuilder sb = new StringBuilder();sb.Append(GetText(ve0));sb.Append(GetText(ve1));return new StringEval(sb.ToString());}","public override ValueEval Evaluate(int srcRowIndex, int srcColumnIndex, ValueEval arg0, ValueEval arg1){ValueEval ve0;ValueEval ve1;try{<MASKED>ve1 = OperandResolver.GetSingleValue(arg1, srcRowIndex, srcColumnIndex);}catch (EvaluationException e){return e.GetErrorEval();}StringBuilder sb = new StringBuilder();sb.Append(GetText(ve0));sb.Append(GetText(ve1));return new StringEval(sb.ToString());}","ve0 = OperandResolver.GetSingleValue(arg0, srcRowIndex, srcColumnIndex);"
14379,java,expression_statement,public InitiateVaultLockResult initiateVaultLock(InitiateVaultLockRequest request) {request = beforeClientExecution(request);return executeInitiateVaultLock(request);},public InitiateVaultLockResult initiateVaultLock(InitiateVaultLockRequest request) {<MASKED>return executeInitiateVaultLock(request);},request = beforeClientExecution(request);
14380,c#,expression_statement,"public virtual InitiateVaultLockResponse InitiateVaultLock(InitiateVaultLockRequest request){var options = new InvokeOptions();options.RequestMarshaller = InitiateVaultLockRequestMarshaller.Instance;options.ResponseUnmarshaller = InitiateVaultLockResponseUnmarshaller.Instance;return Invoke<InitiateVaultLockResponse>(request, options);}","public virtual InitiateVaultLockResponse InitiateVaultLock(InitiateVaultLockRequest request){var options = new InvokeOptions();options.RequestMarshaller = InitiateVaultLockRequestMarshaller.Instance;<MASKED>return Invoke<InitiateVaultLockResponse>(request, options);}",options.ResponseUnmarshaller = InitiateVaultLockResponseUnmarshaller.Instance;
14381,java,expression_statement,"public DoubleMetaphoneFilter(TokenStream input, int maxCodeLength, boolean inject) {super(input);this.encoder.setMaxCodeLen(maxCodeLength);this.inject = inject;}","public DoubleMetaphoneFilter(TokenStream input, int maxCodeLength, boolean inject) {super<MASKED>this.encoder.setMaxCodeLen(maxCodeLength);this.inject = inject;}",(input);
14382,c#,expression_statement,"public DoubleMetaphoneFilter(TokenStream input, int maxCodeLength, bool inject): base(input){this.encoder.MaxCodeLen = maxCodeLength;this.inject = inject;this.termAtt = AddAttribute<ICharTermAttribute>();this.posAtt = AddAttribute<IPositionIncrementAttribute>();}","public DoubleMetaphoneFilter(TokenStream input, int maxCodeLength, bool inject): base(input){<MASKED>this.inject = inject;this.termAtt = AddAttribute<ICharTermAttribute>();this.posAtt = AddAttribute<IPositionIncrementAttribute>();}",this.encoder.MaxCodeLen = maxCodeLength;
14383,java,expression_statement,public DescribeEngineDefaultParametersRequest(String cacheParameterGroupFamily) {setCacheParameterGroupFamily(cacheParameterGroupFamily);},public DescribeEngineDefaultParametersRequest(String cacheParameterGroupFamily) {<MASKED>},setCacheParameterGroupFamily(cacheParameterGroupFamily);
14384,c#,expression_statement,public DescribeEngineDefaultParametersRequest(string cacheParameterGroupFamily){_cacheParameterGroupFamily = cacheParameterGroupFamily;},public DescribeEngineDefaultParametersRequest(string cacheParameterGroupFamily){<MASKED>},_cacheParameterGroupFamily = cacheParameterGroupFamily;
14385,java,expression_statement,public void extendB() {endB++;},public void extendB() {<MASKED>},endB++;
14386,c#,expression_statement,public virtual void ExtendB(){endB++;},public virtual void ExtendB(){<MASKED>},endB++;
14387,java,expression_statement,"public JapaneseReadingFormFilter(TokenStream input, boolean useRomaji) {super(input);this.useRomaji = useRomaji;}","public JapaneseReadingFormFilter(TokenStream input, boolean useRomaji) {super(input);<MASKED>}",this.useRomaji = useRomaji;
14388,c#,expression_statement,"public JapaneseReadingFormFilter(TokenStream input, bool useRomaji): base(input){this.useRomaji = useRomaji;this.termAttr = AddAttribute<ICharTermAttribute>();this.readingAttr = AddAttribute<IReadingAttribute>();}","public JapaneseReadingFormFilter(TokenStream input, bool useRomaji): base(input){this.useRomaji = useRomaji;this.termAttr = AddAttribute<ICharTermAttribute>();<MASKED>}",this.readingAttr = AddAttribute<IReadingAttribute>();
14389,java,expression_statement,public DeleteContactResult deleteContact(DeleteContactRequest request) {request = beforeClientExecution(request);return executeDeleteContact(request);},public DeleteContactResult deleteContact(DeleteContactRequest request) {<MASKED>return executeDeleteContact(request);},request = beforeClientExecution(request);
14390,c#,expression_statement,"public virtual DeleteContactResponse DeleteContact(DeleteContactRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteContactRequestMarshaller.Instance;options.ResponseUnmarshaller = DeleteContactResponseUnmarshaller.Instance;return Invoke<DeleteContactResponse>(request, options);}","public virtual DeleteContactResponse DeleteContact(DeleteContactRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = DeleteContactResponseUnmarshaller.Instance;return Invoke<DeleteContactResponse>(request, options);}",options.RequestMarshaller = DeleteContactRequestMarshaller.Instance;
14391,java,expression_statement,public InvokeEndpointResult invokeEndpoint(InvokeEndpointRequest request) {request = beforeClientExecution(request);return executeInvokeEndpoint(request);},public InvokeEndpointResult invokeEndpoint(InvokeEndpointRequest request) {<MASKED>return executeInvokeEndpoint(request);},request = beforeClientExecution(request);
14392,c#,expression_statement,"public virtual InvokeEndpointResponse InvokeEndpoint(InvokeEndpointRequest request){var options = new InvokeOptions();options.RequestMarshaller = InvokeEndpointRequestMarshaller.Instance;options.ResponseUnmarshaller = InvokeEndpointResponseUnmarshaller.Instance;return Invoke<InvokeEndpointResponse>(request, options);}","public virtual InvokeEndpointResponse InvokeEndpoint(InvokeEndpointRequest request){var options = new InvokeOptions();options.RequestMarshaller = InvokeEndpointRequestMarshaller.Instance;<MASKED>return Invoke<InvokeEndpointResponse>(request, options);}",options.ResponseUnmarshaller = InvokeEndpointResponseUnmarshaller.Instance;
14393,java,expression_statement,public PutAccountSettingDefaultResult putAccountSettingDefault(PutAccountSettingDefaultRequest request) {request = beforeClientExecution(request);return executePutAccountSettingDefault(request);},public PutAccountSettingDefaultResult putAccountSettingDefault(PutAccountSettingDefaultRequest request) {<MASKED>return executePutAccountSettingDefault(request);},request = beforeClientExecution(request);
14394,c#,expression_statement,"public virtual PutAccountSettingDefaultResponse PutAccountSettingDefault(PutAccountSettingDefaultRequest request){var options = new InvokeOptions();options.RequestMarshaller = PutAccountSettingDefaultRequestMarshaller.Instance;options.ResponseUnmarshaller = PutAccountSettingDefaultResponseUnmarshaller.Instance;return Invoke<PutAccountSettingDefaultResponse>(request, options);}","public virtual PutAccountSettingDefaultResponse PutAccountSettingDefault(PutAccountSettingDefaultRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = PutAccountSettingDefaultResponseUnmarshaller.Instance;return Invoke<PutAccountSettingDefaultResponse>(request, options);}",options.RequestMarshaller = PutAccountSettingDefaultRequestMarshaller.Instance;
14395,java,string_literal,"public static Path categoriesLineFile(Path f) {Path dir = f.toAbsolutePath().getParent();String categoriesName = ""categories-""+f.getFileName();return dir.resolve(categoriesName);}",public static Path categoriesLineFile(Path f) {Path dir = f.toAbsolutePath().getParent();String categoriesName = <MASKED>+f.getFileName();return dir.resolve(categoriesName);},"""categories-"""
14396,c#,string_literal,"public static FileInfo CategoriesLineFile(FileInfo f){DirectoryInfo dir = f.Directory;string categoriesName = ""categories-"" + f.Name;return dir == null ? new FileInfo(categoriesName) : new FileInfo(System.IO.Path.Combine(dir.FullName, categoriesName));}","public static FileInfo CategoriesLineFile(FileInfo f){DirectoryInfo dir = f.Directory;string categoriesName = <MASKED> + f.Name;return dir == null ? new FileInfo(categoriesName) : new FileInfo(System.IO.Path.Combine(dir.FullName, categoriesName));}","""categories-"""
14397,java,expression_statement,public RecordHandlerProgressResult recordHandlerProgress(RecordHandlerProgressRequest request) {request = beforeClientExecution(request);return executeRecordHandlerProgress(request);},public RecordHandlerProgressResult recordHandlerProgress(RecordHandlerProgressRequest request) {<MASKED>return executeRecordHandlerProgress(request);},request = beforeClientExecution(request);
14398,c#,expression_statement,"public virtual RecordHandlerProgressResponse RecordHandlerProgress(RecordHandlerProgressRequest request){var options = new InvokeOptions();options.RequestMarshaller = RecordHandlerProgressRequestMarshaller.Instance;options.ResponseUnmarshaller = RecordHandlerProgressResponseUnmarshaller.Instance;return Invoke<RecordHandlerProgressResponse>(request, options);}","public virtual RecordHandlerProgressResponse RecordHandlerProgress(RecordHandlerProgressRequest request){var options = new InvokeOptions();options.RequestMarshaller = RecordHandlerProgressRequestMarshaller.Instance;<MASKED>return Invoke<RecordHandlerProgressResponse>(request, options);}",options.ResponseUnmarshaller = RecordHandlerProgressResponseUnmarshaller.Instance;
14399,java,expression_statement,"public synchronized StringBuffer insert(int index, char[] chars, int start, int length) {insert0(index, chars, start, length);return this;}","public synchronized StringBuffer insert(int index, char[] chars, int start, int length) {<MASKED>return this;}","insert0(index, chars, start, length);"
14400,c#,expression_statement,"public java.lang.StringBuffer insert(int index, char[] chars, int start, int length_1){lock (this){insert0(index, chars, start, length_1);return this;}}","public java.lang.StringBuffer insert(int index, char[] chars, int start, int length_1){lock (this){<MASKED>return this;}}","insert0(index, chars, start, length_1);"
14401,java,expression_statement,"public RevObject lookupAny(AnyObjectId id, int type) {RevObject r = objects.get(id);if (r == null) {switch (type) {case Constants.OBJ_COMMIT:r = createCommit(id);break;case Constants.OBJ_TREE:r = new RevTree(id);break;case Constants.OBJ_BLOB:r = new RevBlob(id);break;case Constants.OBJ_TAG:r = new RevTag(id);break;default:throw new IllegalArgumentException(MessageFormat.format(JGitText.get().invalidGitType, Integer.valueOf(type)));}objects.add(r);}return r;}","public RevObject lookupAny(AnyObjectId id, int type) {RevObject r = objects.get(id);if (r == null) {switch (type) {case Constants.OBJ_COMMIT:r = createCommit(id);break;case Constants.OBJ_TREE:<MASKED>break;case Constants.OBJ_BLOB:r = new RevBlob(id);break;case Constants.OBJ_TAG:r = new RevTag(id);break;default:throw new IllegalArgumentException(MessageFormat.format(JGitText.get().invalidGitType, Integer.valueOf(type)));}objects.add(r);}return r;}",r = new RevTree(id);
14402,c#,expression_statement,"public virtual RevObject LookupAny(AnyObjectId id, int type){RevObject r = objects.Get(id);if (r == null){switch (type){case Constants.OBJ_COMMIT:{r = CreateCommit(id);break;}case Constants.OBJ_TREE:{r = new RevTree(id);break;}case Constants.OBJ_BLOB:{r = new RevBlob(id);break;}case Constants.OBJ_TAG:{r = new RevTag(id);break;}default:{throw new ArgumentException(MessageFormat.Format(JGitText.Get().invalidGitType, Sharpen.Extensions.ValueOf(type)));}}objects.Add(r);}return r;}","public virtual RevObject LookupAny(AnyObjectId id, int type){RevObject r = objects.Get(id);if (r == null){switch (type){case Constants.OBJ_COMMIT:{<MASKED>break;}case Constants.OBJ_TREE:{r = new RevTree(id);break;}case Constants.OBJ_BLOB:{r = new RevBlob(id);break;}case Constants.OBJ_TAG:{r = new RevTag(id);break;}default:{throw new ArgumentException(MessageFormat.Format(JGitText.Get().invalidGitType, Sharpen.Extensions.ValueOf(type)));}}objects.Add(r);}return r;}",r = CreateCommit(id);
14403,java,expression_statement,"public StringBuilder append(int i) {IntegralToString.appendInt(this, i);return this;}",public StringBuilder append(int i) {<MASKED>return this;},"IntegralToString.appendInt(this, i);"
14404,c#,expression_statement,public java.lang.StringBuilder append(char c){append0(c);return this;},public java.lang.StringBuilder append(char c){<MASKED>return this;},append0(c);
14405,java,expression_statement,public void removeName(Name name) {int index = getNameIndex((HSSFName) name);removeName(index);},public void removeName(Name name) {int index = getNameIndex((HSSFName) name);<MASKED>},removeName(index);
14406,c#,expression_statement,public void RemoveName(String name){int index = GetNameIndex(name);RemoveName(index);},public void RemoveName(String name){int index = GetNameIndex(name);<MASKED>},RemoveName(index);
14407,java,expression_statement,public WrappedPositionArray() {for(int i=0;i<positions.length;i++) {positions[i] = new Position();}},public WrappedPositionArray() {for(int i=0;i<positions.length;i++) {<MASKED>}},positions[i] = new Position();
14408,c#,expression_statement,public WrappedPositionArray(){for (int i = 0; i < positions.Length; i++){positions[i] = new Position();}},public WrappedPositionArray(){for (int i = 0; i < positions.Length; i++){<MASKED>}},positions[i] = new Position();
14409,java,expression_statement,public PasswordRev4Record(int pw) {field_1_password = pw;},public PasswordRev4Record(int pw) {<MASKED>},field_1_password = pw;
14410,c#,expression_statement,public PasswordRev4Record(int pw){field_1_password = pw;},public PasswordRev4Record(int pw){<MASKED>},field_1_password = pw;
14411,java,string_literal,"public static String intToHex(int value) {StringBuilder sb = new StringBuilder(10);writeHex(sb, value & 0xFFFFFFFFL, 8, ""0x"");return sb.toString();}","public static String intToHex(int value) {StringBuilder sb = new StringBuilder(10);writeHex(sb, value & 0xFFFFFFFFL, 8, <MASKED>);return sb.toString();}","""0x"""
14412,java,expression_statement,"public RemovePermissionRequest(String topicArn, String label) {setTopicArn(topicArn);setLabel(label);}","public RemovePermissionRequest(String topicArn, String label) {<MASKED>setLabel(label);}",setTopicArn(topicArn);
14413,c#,expression_statement,"public RemovePermissionRequest(string topicArn, string label){_topicArn = topicArn;_label = label;}","public RemovePermissionRequest(string topicArn, string label){_topicArn = topicArn;<MASKED>}",_label = label;
14414,java,expression_statement,public UpdateOrganizationConfigurationResult updateOrganizationConfiguration(UpdateOrganizationConfigurationRequest request) {request = beforeClientExecution(request);return executeUpdateOrganizationConfiguration(request);},public UpdateOrganizationConfigurationResult updateOrganizationConfiguration(UpdateOrganizationConfigurationRequest request) {<MASKED>return executeUpdateOrganizationConfiguration(request);},request = beforeClientExecution(request);
14415,c#,expression_statement,"public virtual UpdateOrganizationConfigurationResponse UpdateOrganizationConfiguration(UpdateOrganizationConfigurationRequest request){var options = new InvokeOptions();options.RequestMarshaller = UpdateOrganizationConfigurationRequestMarshaller.Instance;options.ResponseUnmarshaller = UpdateOrganizationConfigurationResponseUnmarshaller.Instance;return Invoke<UpdateOrganizationConfigurationResponse>(request, options);}","public virtual UpdateOrganizationConfigurationResponse UpdateOrganizationConfiguration(UpdateOrganizationConfigurationRequest request){var options = new InvokeOptions();options.RequestMarshaller = UpdateOrganizationConfigurationRequestMarshaller.Instance;<MASKED>return Invoke<UpdateOrganizationConfigurationResponse>(request, options);}",options.ResponseUnmarshaller = UpdateOrganizationConfigurationResponseUnmarshaller.Instance;
14416,java,expression_statement,"public void seekExact(BytesRef target, TermState otherState) {assert otherState != null && otherState instanceof BlockTermState;assert !doOrd || ((BlockTermState) otherState).ord < numTerms;state.copyFrom(otherState);seekPending = true;indexIsCurrent = false;term.copyBytes(target);}","public void seekExact(BytesRef target, TermState otherState) {assert otherState != null && otherState instanceof BlockTermState;assert !doOrd || ((BlockTermState) otherState).ord < numTerms;state.copyFrom(otherState);seekPending = true;<MASKED>term.copyBytes(target);}",indexIsCurrent = false;
14417,c#,expression_statement,"public override void SeekExact(BytesRef target, TermState otherState){if (!target.Equals(term)){state.CopyFrom(otherState);term = BytesRef.DeepCopyOf(target);seekPending = true;}}","public override void SeekExact(BytesRef target, TermState otherState){if (!target.Equals(term)){<MASKED>term = BytesRef.DeepCopyOf(target);seekPending = true;}}",state.CopyFrom(otherState);
14418,java,expression_statement,public void println() {newline();},public void println() {<MASKED>},newline();
14419,c#,expression_statement,public virtual void println(){newline();},public virtual void println(){<MASKED>},newline();
14420,java,string_literal,"public String toString() {return ""NRTCachingDirectory("" + in + ""; maxCacheMB="" + (maxCachedBytes/1024/1024.) + "" maxMergeSizeMB="" + (maxMergeSizeBytes/1024/1024.) + "")"";}","public String toString() {return ""NRTCachingDirectory("" + in + ""; maxCacheMB="" + (maxCachedBytes/1024/1024.) + "" maxMergeSizeMB="" + (maxMergeSizeBytes/1024/1024.) + <MASKED>;}",""")"""
14421,c#,string_literal,"public override string ToString(){return ""NRTCachingDirectory("" + @delegate + ""; maxCacheMB="" + (maxCachedBytes / 1024 / 1024.0) + "" maxMergeSizeMB="" + (maxMergeSizeBytes / 1024 / 1024.0) + "")"";}","public override string ToString(){return ""NRTCachingDirectory("" + @delegate + <MASKED> + (maxCachedBytes / 1024 / 1024.0) + "" maxMergeSizeMB="" + (maxMergeSizeBytes / 1024 / 1024.0) + "")"";}","""; maxCacheMB="""
14422,java,expression_statement,public DescribeWorkforceResult describeWorkforce(DescribeWorkforceRequest request) {request = beforeClientExecution(request);return executeDescribeWorkforce(request);},public DescribeWorkforceResult describeWorkforce(DescribeWorkforceRequest request) {<MASKED>return executeDescribeWorkforce(request);},request = beforeClientExecution(request);
14423,c#,expression_statement,"public virtual DescribeWorkforceResponse DescribeWorkforce(DescribeWorkforceRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeWorkforceRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeWorkforceResponseUnmarshaller.Instance;return Invoke<DescribeWorkforceResponse>(request, options);}","public virtual DescribeWorkforceResponse DescribeWorkforce(DescribeWorkforceRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = DescribeWorkforceResponseUnmarshaller.Instance;return Invoke<DescribeWorkforceResponse>(request, options);}",options.RequestMarshaller = DescribeWorkforceRequestMarshaller.Instance;
14424,java,expression_statement,"public ToggleFeaturesRequest() {super(""CloudPhoto"", ""2017-07-11"", ""ToggleFeatures"", ""cloudphoto"");setProtocol(ProtocolType.HTTPS);}","public ToggleFeaturesRequest() {super(""CloudPhoto"", ""2017-07-11"", ""ToggleFeatures"", ""cloudphoto"");<MASKED>}",setProtocol(ProtocolType.HTTPS);
14425,c#,string_literal,"public ToggleFeaturesRequest(): base(""CloudPhoto"", ""2017-07-11"", ""ToggleFeatures"", ""cloudphoto"", ""openAPI""){Protocol = ProtocolType.HTTPS;}","public ToggleFeaturesRequest(): base(<MASKED>, ""2017-07-11"", ""ToggleFeatures"", ""cloudphoto"", ""openAPI""){Protocol = ProtocolType.HTTPS;}","""CloudPhoto"""
14426,java,expression_statement,"public synchronized StringBuffer append(char[] chars, int start, int length) {append0(chars, start, length);return this;}","public synchronized StringBuffer append(char[] chars, int start, int length) {<MASKED>return this;}","append0(chars, start, length);"
14427,c#,expression_statement,"public java.lang.StringBuffer append(char[] chars, int start, int length_1){lock (this){append0(chars, start, length_1);return this;}}","public java.lang.StringBuffer append(char[] chars, int start, int length_1){lock (this){<MASKED>return this;}}","append0(chars, start, length_1);"
14428,java,expression_statement,"public ShortBuffer put(short c) {if (position == limit) {throw new BufferOverflowException();}byteBuffer.putShort(position++ * SizeOf.SHORT, c);return this;}",public ShortBuffer put(short c) {if (position == limit) {throw new BufferOverflowException();}<MASKED>return this;},"byteBuffer.putShort(position++ * SizeOf.SHORT, c);"
14429,c#,expression_statement,"public override java.nio.ShortBuffer put(short c){if (_position == _limit){throw new java.nio.BufferOverflowException();}byteBuffer.putShort(_position++ * libcore.io.SizeOf.SHORT, c);return this;}",public override java.nio.ShortBuffer put(short c){if (_position == _limit){throw new java.nio.BufferOverflowException();}<MASKED>return this;},"byteBuffer.putShort(_position++ * libcore.io.SizeOf.SHORT, c);"
14430,java,expression_statement,public char last() {index = (limit == start) ? limit : limit - 1;return current();},public char last() {<MASKED>return current();},index = (limit == start) ? limit : limit - 1;
14431,c#,expression_statement,public override char Last(){index = (limit == start) ? limit : limit - 1;return Current;},public override char Last(){<MASKED>return Current;},index = (limit == start) ? limit : limit - 1;
14432,java,expression_statement,public WeightedSpanTermExtractor(String defaultField) {this.defaultField = defaultField;},public WeightedSpanTermExtractor(String defaultField) {<MASKED>},this.defaultField = defaultField;
14433,c#,expression_statement,public WeightedSpanTermExtractor(string defaultField){if (defaultField != null){this.defaultField = defaultField.Intern();}},public WeightedSpanTermExtractor(string defaultField){if (defaultField != null){<MASKED>}},this.defaultField = defaultField.Intern();
14434,java,expression_statement,public StringReader(String str) {this.str = str;this.count = str.length();},public StringReader(String str) {this.str = str;<MASKED>},this.count = str.length();
14435,c#,expression_statement,public StringReader(string str){this.str = str;this.count = str.Length;},public StringReader(string str){<MASKED>this.count = str.Length;},this.str = str;
14436,java,expression_statement,"public GetThumbnailsRequest() {super(""CloudPhoto"", ""2017-07-11"", ""GetThumbnails"", ""cloudphoto"");setProtocol(ProtocolType.HTTPS);}","public GetThumbnailsRequest() {super(""CloudPhoto"", ""2017-07-11"", ""GetThumbnails"", ""cloudphoto"");<MASKED>}",setProtocol(ProtocolType.HTTPS);
14437,c#,string_literal,"public GetThumbnailsRequest(): base(""CloudPhoto"", ""2017-07-11"", ""GetThumbnails"", ""cloudphoto"", ""openAPI""){Protocol = ProtocolType.HTTPS;}","public GetThumbnailsRequest(): base(""CloudPhoto"", ""2017-07-11"", <MASKED>, ""cloudphoto"", ""openAPI""){Protocol = ProtocolType.HTTPS;}","""GetThumbnails"""
14438,java,expression_statement,public TagCommand setName(String name) {checkCallable();this.name = name;return this;},public TagCommand setName(String name) {<MASKED>this.name = name;return this;},checkCallable();
14439,c#,expression_statement,public virtual NGit.Api.TagCommand SetName(string name){CheckCallable();this.name = name;return this;},public virtual NGit.Api.TagCommand SetName(string name){CheckCallable();<MASKED>return this;},this.name = name;
14440,java,string_literal,"public String toString() {return ""StandardDirectoryReader.ReaderCommit("" + segmentsFileName + "" files="" + files + "")"";}","public String toString() {return ""StandardDirectoryReader.ReaderCommit("" + segmentsFileName + "" files="" + files + <MASKED>;}",""")"""
14441,c#,string_literal,"public override string ToString(){return ""DirectoryReader.ReaderCommit("" + segmentsFileName + "")"";}","public override string ToString(){return ""DirectoryReader.ReaderCommit("" + segmentsFileName + <MASKED>;}",""")"""
14442,java,expression_statement,"public int fillFields(byte[] data, int offset, EscherRecordFactory recordFactory) {int bytesAfterHeader = readHeader( data, offset );int pos              = offset + HEADER_SIZE;field_pictureData = IOUtils.safelyAllocate(bytesAfterHeader, MAX_RECORD_LENGTH);System.arraycopy(data, pos, field_pictureData, 0, bytesAfterHeader);return bytesAfterHeader + 8;}","public int fillFields(byte[] data, int offset, EscherRecordFactory recordFactory) {int bytesAfterHeader = readHeader( data, offset );int pos              = offset + HEADER_SIZE;<MASKED>System.arraycopy(data, pos, field_pictureData, 0, bytesAfterHeader);return bytesAfterHeader + 8;}","field_pictureData = IOUtils.safelyAllocate(bytesAfterHeader, MAX_RECORD_LENGTH);"
14443,c#,expression_statement,"public override int FillFields(byte[] data, int offset, IEscherRecordFactory recordFactory){int bytesAfterHeader = ReadHeader(data, offset);int pos = offset + HEADER_SIZE;field_pictureData = new byte[bytesAfterHeader];Array.Copy(data, pos, field_pictureData, 0, bytesAfterHeader);return bytesAfterHeader + 8;}","public override int FillFields(byte[] data, int offset, IEscherRecordFactory recordFactory){int bytesAfterHeader = ReadHeader(data, offset);int pos = offset + HEADER_SIZE;<MASKED>Array.Copy(data, pos, field_pictureData, 0, bytesAfterHeader);return bytesAfterHeader + 8;}",field_pictureData = new byte[bytesAfterHeader];
14444,java,expression_statement,public void serialize(LittleEndianOutput out) {out.write(data);},public void serialize(LittleEndianOutput out) {<MASKED>},out.write(data);
14445,c#,expression_statement,public void Serialize(ILittleEndianOutput out1){out1.Write(data);},public void Serialize(ILittleEndianOutput out1){<MASKED>},out1.Write(data);
14446,java,expression_statement,public E get(int location) {if (location >= 0 && location < size) {Link<E> link = voidLink;if (location < (size / 2)) {for (int i = 0; i <= location; i++) {link = link.next;}} else {for (int i = size; i > location; i--) {link = link.previous;}}return link.data;}throw new IndexOutOfBoundsException();},public E get(int location) {if (location >= 0 && location < size) {Link<E> link = voidLink;if (location < (size / 2)) {for (int i = 0; i <= location; i++) {<MASKED>}} else {for (int i = size; i > location; i--) {link = link.previous;}}return link.data;}throw new IndexOutOfBoundsException();},link = link.next;
14447,c#,expression_statement,public override E get(int location){if (location >= 0 && location < _size){java.util.LinkedList.Link<E> link = voidLink;if (location < (_size / 2)){{for (int i = 0; i <= location; i++){link = link.next;}}}else{{for (int i = _size; i > location; i--){link = link.previous;}}}return link.data;}throw new System.IndexOutOfRangeException();},public override E get(int location){if (location >= 0 && location < _size){java.util.LinkedList.Link<E> link = voidLink;if (location < (_size / 2)){{for (int i = 0; i <= location; i++){link = link.next;}}}else{{for (int i = _size; i > location; i--){<MASKED>}}}return link.data;}throw new System.IndexOutOfRangeException();},link = link.previous;
