"index","input","target"
"2226","public void execute(ReceivePack rp) {try {String expTarget = getOldSymref();boolean detach = getNewSymref() != null|| (type == Type.DELETE && expTarget != null);RefUpdate ru = rp.getRepository().updateRef(getRefName(), detach);if (expTarget != null) {if (!ru.getRef().isSymbolic() || !ru.getRef().getTarget().getName().equals(expTarget)) {setResult(Result.LOCK_FAILURE);return;}}ru.setRefLogIdent(rp.getRefLogIdent());ru.setRefLogMessage(refLogMessage, refLogIncludeResult);switch (getType()) {case DELETE:if (!ObjectId.zeroId().equals(getOldId())) {ru.setExpectedOldObjectId(getOldId());}ru.setForceUpdate(true);setResult(ru.delete(rp.getRevWalk()));break;case CREATE:case UPDATE:case UPDATE_NONFASTFORWARD:ru.setForceUpdate(rp.isAllowNonFastForwards());ru.setExpectedOldObjectId(getOldId());ru.setRefLogMessage(""push"", true); if (getNewSymref() != null) {setResult(ru.link(getNewSymref()));} else {ru.setNewObjectId(getNewId());setResult(ru.update(rp.getRevWalk()));}break;}} catch (IOException err) {reject(err);}}
public GetEbsDefaultKmsKeyIdResult getEbsDefaultKmsKeyId(GetEbsDefaultKmsKeyIdRequest request) {request = beforeClientExecution(request);return executeGetEbsDefaultKmsKeyId(request);}
public String toString() {return ""MultiDocsAndPositionsEnum("" + Arrays.toString(getSubs()) + "")"";}
public DeleteCacheParameterGroupRequest(String cacheParameterGroupName) {setCacheParameterGroupName(cacheParameterGroupName);}","public NavigableMap<K, V> headMap(K to, boolean inclusive) {Bound toBound = inclusive ? INCLUSIVE : EXCLUSIVE;return subMap(null, NO_BOUND, to, toBound);}"
"2231","public OutputStream getOutputStream() {return rawOut;}
public Boolean booleanValue(String key) {String value = responseMap.get(key);if (null == value || 0 == value.length()) {return null;}return Boolean.valueOf(responseMap.get(key));}
public ATN getATNWithBypassAlts() {String serializedAtn = getSerializedATN();if (serializedAtn == null) {throw new UnsupportedOperationException(""The current parser does not support an ATN with bypass alternatives."");}synchronized (bypassAltsAtnCache) {ATN result = bypassAltsAtnCache.get(serializedAtn);if (result == null) {ATNDeserializationOptions deserializationOptions = new ATNDeserializationOptions();deserializationOptions.setGenerateRuleBypassTransitions(true);result = new ATNDeserializer(deserializationOptions).deserialize(serializedAtn.toCharArray());bypassAltsAtnCache.put(serializedAtn, result);}return result;}}
public GetDownloadUrlRequest() {super(""CloudPhoto"", ""2017-07-11"", ""GetDownloadUrl"", ""cloudphoto"");setProtocol(ProtocolType.HTTPS);}","public int getCRC() {return crc;}"
"2236","public boolean addEscherRecord(EscherRecord element){return escherRecords.add( element );}
public CharBuffer put(String src, int start, int end) {throw new ReadOnlyBufferException();}
public ModifyWorkspaceStateResult modifyWorkspaceState(ModifyWorkspaceStateRequest request) {request = beforeClientExecution(request);return executeModifyWorkspaceState(request);}
public ICUTransformFilter(TokenStream input, Transliterator transform) {super(input);this.transform = transform;if (transform.getFilter() == null && transform instanceof com.ibm.icu.text.RuleBasedTransliterator) {final UnicodeSet sourceSet = transform.getSourceSet();if (sourceSet != null && !sourceSet.isEmpty())transform.setFilter(sourceSet);}}","public StopGameSessionPlacementResult stopGameSessionPlacement(StopGameSessionPlacementRequest request) {request = beforeClientExecution(request);return executeStopGameSessionPlacement(request);}"
"2241","public ObjectId getDeltaBase() {return null;}
public RefModeRecord clone() {return copy();}
public boolean addURI(URIish toAdd) {if (uris.contains(toAdd))return false;return uris.add(toAdd);}
public FileMode getOldMode() {return getOldMode(0);}","public Collection<RemoteRefUpdate> getRemoteUpdates() {return Collections.unmodifiableCollection(remoteUpdates.values());}"
"2246","public String toString() {StringBuilder sb = new StringBuilder();sb.append(getClass().getName());sb.append("" ["");String ws = String.valueOf(_wholePart);sb.append(ws.charAt(0));sb.append('.');sb.append(ws.substring(1));sb.append(' ');sb.append(getFractionalDigits());sb.append(""E"");sb.append(getDecimalExponent());sb.append(""]"");return sb.toString();}
public CreateCollectionResult createCollection(CreateCollectionRequest request) {request = beforeClientExecution(request);return executeCreateCollection(request);}
public ChangeMessageVisibilityBatchResult changeMessageVisibilityBatch(ChangeMessageVisibilityBatchRequest request) {request = beforeClientExecution(request);return executeChangeMessageVisibilityBatch(request);}
public static int[] copyOfRange(int[] original, int start, int end) {if (start > end) {throw new IllegalArgumentException();}int originalLength = original.length;if (start < 0 || start > originalLength) {throw new ArrayIndexOutOfBoundsException();}int resultLength = end - start;int copyLength = Math.min(resultLength, originalLength - start);int[] result = new int[resultLength];System.arraycopy(original, start, result, 0, copyLength);return result;}","public static void setInstance(SshSessionFactory newFactory) {if (newFactory != null) {INSTANCE = newFactory;} else {INSTANCE = loadSshSessionFactory();}}"
"2251","public GetRepoSyncTaskListRequest() {super(""cr"", ""2016-06-07"", ""GetRepoSyncTaskList"", ""cr"");setUriPattern(""/repos/[RepoNamespace]/[RepoName]/syncTasks"");setMethod(MethodType.GET);}
public RunInstancesRequest(String imageId, Integer minCount, Integer maxCount) {setImageId(imageId);setMinCount(minCount);setMaxCount(maxCount);}
public DeleteCodeRepositoryResult deleteCodeRepository(DeleteCodeRepositoryRequest request) {request = beforeClientExecution(request);return executeDeleteCodeRepository(request);}
public void fill(int fromIndex, int toIndex, long val) {assert fromIndex >= 0;assert fromIndex <= toIndex;assert PackedInts.unsignedBitsRequired(val) <= bitsPerValue;final int valuesPerBlock = 64 / bitsPerValue;if (toIndex - fromIndex <= valuesPerBlock << 1) {super.fill(fromIndex, toIndex, val);return;}int fromOffsetInBlock = fromIndex % valuesPerBlock;if (fromOffsetInBlock != 0) {for (int i = fromOffsetInBlock; i < valuesPerBlock; ++i) {set(fromIndex++, val);}assert fromIndex % valuesPerBlock == 0;}final int fromBlock = fromIndex / valuesPerBlock;final int toBlock = toIndex / valuesPerBlock;assert fromBlock * valuesPerBlock == fromIndex;long blockValue = 0L;for (int i = 0; i < valuesPerBlock; ++i) {blockValue = blockValue | (val << (i * bitsPerValue));}Arrays.fill(blocks, fromBlock, toBlock, blockValue);for (int i = valuesPerBlock * toBlock; i < toIndex; ++i) {set(i, val);}}","public void close() {str = null;}"
"2256","public ListDomainNamesResult listDomainNames() {return listDomainNames(new ListDomainNamesRequest());}
public AbortMultipartUploadRequest(String accountId, String vaultName, String uploadId) {setAccountId(accountId);setVaultName(vaultName);setUploadId(uploadId);}
public RevCommit getNewHead() {return newHead;}
public long get(int index) {final int o = index >>> 5;final int b = index & 31;final int shift = b << 1;return (blocks[o] >>> shift) & 3L;}","public UpdateContainerInstancesStateResult updateContainerInstancesState(UpdateContainerInstancesStateRequest request) {request = beforeClientExecution(request);return executeUpdateContainerInstancesState(request);}"
"2261","public GetExternalModelsResult getExternalModels(GetExternalModelsRequest request) {request = beforeClientExecution(request);return executeGetExternalModels(request);}
public GetFaceDetectionResult getFaceDetection(GetFaceDetectionRequest request) {request = beforeClientExecution(request);return executeGetFaceDetection(request);}
public void delete() {synchronized (SnapshotDeletionPolicy.this) {if (!refCounts.containsKey(cp.getGeneration())) {cp.delete();}}}
public void decode(long[] blocks, int blocksOffset, int[] values, int valuesOffset, int iterations) {for (int i = 0; i < iterations; ++i) {final long block = blocks[blocksOffset++];for (int shift = 56; shift >= 0; shift -= 8) {values[valuesOffset++] = (int) ((block >>> shift) & 255);}}}","public Iterator<E> descendingIterator() {return new ReverseLinkIterator<E>(this);}"
"2266","public CredentialsBackupCompatibilityAdaptor(AlibabaCloudCredentialsProvider provider) {this.provider = provider;}
public DescribeDBClusterSnapshotsResult describeDBClusterSnapshots(DescribeDBClusterSnapshotsRequest request) {request = beforeClientExecution(request);return executeDescribeDBClusterSnapshots(request);}
public FontRecord getFontRecordAt(int idx) {int index = idx;if (index > 4) {index -= 1;   }if (index > (numfonts - 1)) {throw new ArrayIndexOutOfBoundsException(""There are only "" + numfonts + "" font records, but you asked for index "" + idx);}return ( FontRecord ) records.get((records.getFontpos() - (numfonts - 1)) + index);}
public final ValueEval evaluate(ValueEval[] args, int srcRowIndex, int srcColumnIndex) {if (args.length != 2) {return ErrorEval.VALUE_INVALID;}return evaluate(srcRowIndex, srcColumnIndex, args[0], args[1]);}","public DescribeCustomerGatewaysResult describeCustomerGateways() {return describeCustomerGateways(new DescribeCustomerGatewaysRequest());}"
"2271","public CreateSubnetRequest(String vpcId, String cidrBlock) {setVpcId(vpcId);setCidrBlock(cidrBlock);}
public StempelStemmer(Trie stemmer) {this.stemmer = stemmer;}
public NLPNERTaggerOp(TokenNameFinderModel model) {this.nameFinder = new NameFinderME(model);}
public TreeFilter clone() {return new FollowFilter(path.clone(), cfg);}","public QueryAddUserInfoRequest() {super(""LinkFace"", ""2018-07-20"", ""QueryAddUserInfo"");setProtocol(ProtocolType.HTTPS);setMethod(MethodType.POST);}"
"2276","public boolean include(TreeWalk walker) {DirCacheIterator i = walker.getTree(treeIdx, DirCacheIterator.class);if (i == null)return true;DirCacheEntry e = i.getDirCacheEntry();return e == null || !e.isSkipWorkTree();}
public final CompareResult compareTo(ValueEval other) {if (other == null) {throw new RuntimeException(""compare to value cannot be null"");}if (_targetClass != other.getClass()) {return CompareResult.TYPE_MISMATCH;}return compareSameType(other);}
public SegmentReadState(SegmentReadState other,String newSegmentSuffix) {this.directory = other.directory;this.segmentInfo = other.segmentInfo;this.fieldInfos = other.fieldInfos;this.context = other.context;this.segmentSuffix = newSegmentSuffix;}
public void println(Object obj) {println(String.valueOf(obj));}","public DeleteModelResult deleteModel(DeleteModelRequest request) {request = beforeClientExecution(request);return executeDeleteModel(request);}"
"2281","public void setFiles(Collection<String> files) {setFiles = new HashSet<>();addFiles(files);}
public void release() {lItr.release();}
public FloatBuffer asReadOnlyBuffer() {return duplicate();}
public int get(int key, int valueIfKeyNotFound) {int i = binarySearch(mKeys, 0, mSize, key);if (i < 0) {return valueIfKeyNotFound;} else {return mValues[i];}}","public CharBuffer get(char[] dst) {return get(dst, 0, dst.length);}"
"2286","public static String toHex(String value) {return (value == null || value.length() == 0)? ""[]"": toHex(value.getBytes(LocaleUtil.CHARSET_1252));}
public String resolveNameXText(NameXPtg n) {return _iBook.resolveNameXText(n.getSheetRefIndex(), n.getNameIndex());}
public String toString() {StringBuilder sb = new StringBuilder(64);sb.append(getClass().getName());sb.append("" ["").append(_representation).append(""]"");return sb.toString();}
public PutEmailIdentityMailFromAttributesResult putEmailIdentityMailFromAttributes(PutEmailIdentityMailFromAttributesRequest request) {request = beforeClientExecution(request);return executePutEmailIdentityMailFromAttributes(request);}","public RemoveAlbumPhotosRequest() {super(""CloudPhoto"", ""2017-07-11"", ""RemoveAlbumPhotos"", ""cloudphoto"");setProtocol(ProtocolType.HTTPS);}"
"2291","public DeleteAttributesResult deleteAttributes(DeleteAttributesRequest request) {request = beforeClientExecution(request);return executeDeleteAttributes(request);}
public void disableRefLog() {destination.setRefLogMessage("""", false); }
public TokenStream create(TokenStream input) {return new GermanLightStemFilter(input);}
public E removeLast() {return removeLastImpl();}","public UpdateDomainMetadataResult updateDomainMetadata(UpdateDomainMetadataRequest request) {request = beforeClientExecution(request);return executeUpdateDomainMetadata(request);}"
"2296","public short findNewDrawingGroupId() {return dgg.findNewDrawingGroupId();}
public String toString() {return ""FacetEntry{"" +""value="" + value.utf8ToString() +"", count="" + count +'}';}
public SharedFormulaRecord linkSharedFormulaRecord(CellReference firstCell, FormulaRecordAggregate agg) {SharedFormulaGroup result = findFormulaGroupForCell(firstCell);if(null == result) {throw new RuntimeException(""Failed to find a matching shared formula record"");}result.add(agg);return result.getSFR();}
public void write(LittleEndianOutput out) {out.writeByte(sid + getPtgClass());out.writeShort(field_1_label_index);out.writeShort(field_2_zero);}","public Appendable append(char c) {write(c);return this;}"
"2301","public static BigInteger factorial(int n) {if (n == 0 || n < 0) {return BigInteger.ONE;}if (cache.containsKey(n))  {return cache.get(n);}BigInteger result = BigInteger.valueOf(n).multiply(factorial(n - 2));cache.put(n, result);return result;}
public DelimitedPayloadTokenFilter create(TokenStream input) {return new DelimitedPayloadTokenFilter(input, delimiter, encoder);}
public String toString() {return ""NONE""; }
public GetAlarmsResult getAlarms(GetAlarmsRequest request) {request = beforeClientExecution(request);return executeGetAlarms(request);}","public DeleteDetectorVersionResult deleteDetectorVersion(DeleteDetectorVersionRequest request) {request = beforeClientExecution(request);return executeDeleteDetectorVersion(request);}"
"2306","public ExpandedDouble createExpandedDouble() {return new ExpandedDouble(_significand, _binaryExponent);}
public CharBuffer duplicate() {ByteBuffer bb = byteBuffer.duplicate().order(byteBuffer.order());CharToByteBufferAdapter buf = new CharToByteBufferAdapter(bb);buf.limit = limit;buf.position = position;buf.mark = mark;return buf;}
public int size() {return Hashtable.this.size();}
public ResetInstanceAttributeRequest(String instanceId, InstanceAttributeName attribute) {setInstanceId(instanceId);setAttribute(attribute.toString());}","public final List<FooterLine> getFooterLines() {final byte[] raw = buffer;int ptr = raw.length - 1;while (raw[ptr] == '\n') ptr--;final int msgB = RawParseUtils.commitMessage(raw, 0);final ArrayList<FooterLine> r = new ArrayList<>(4);final Charset enc = guessEncoding();for (;;) {ptr = RawParseUtils.prevLF(raw, ptr);if (ptr <= msgB)break; final int keyStart = ptr + 2;if (raw[keyStart] == '\n')break; final int keyEnd = RawParseUtils.endOfFooterLineKey(raw, keyStart);if (keyEnd < 0)continue; int valStart = keyEnd + 1;while (valStart < raw.length && raw[valStart] == ' ')valStart++;int valEnd = RawParseUtils.nextLF(raw, valStart);if (raw[valEnd - 1] == '\n')valEnd--;r.add(new FooterLine(raw, enc, keyStart, keyEnd, valStart, valEnd));}Collections.reverse(r);return r;}"
"2311","public SupBookRecord getExternalBookRecord() {return _externalBookRecord;}
public Builder() {this(false);}
public ApplySecurityGroupsToLoadBalancerResult applySecurityGroupsToLoadBalancer(ApplySecurityGroupsToLoadBalancerRequest request) {request = beforeClientExecution(request);return executeApplySecurityGroupsToLoadBalancer(request);}
public DeleteDedicatedIpPoolResult deleteDedicatedIpPool(DeleteDedicatedIpPoolRequest request) {request = beforeClientExecution(request);return executeDeleteDedicatedIpPool(request);}","public DescribeStackInstanceResult describeStackInstance(DescribeStackInstanceRequest request) {request = beforeClientExecution(request);return executeDescribeStackInstance(request);}"
"2316","public HSSFChildAnchor(EscherChildAnchorRecord escherChildAnchorRecord) {this._escherChildAnchor = escherChildAnchorRecord;}
public SynonymQuery build() {Collections.sort(terms, Comparator.comparing(a -> a.term));return new SynonymQuery(terms.toArray(new TermAndBoost[0]), field);}
public void addCell(int rowIndex, int columnIndex) {if (rowIndex > _lastDefinedRow) return;if (_currentRowIndex == -1) {_currentRowIndex = rowIndex;_firstColumnIndex = columnIndex;_lastColumnIndex = columnIndex;} else {if (_currentRowIndex == rowIndex && _lastColumnIndex+1 == columnIndex) {_lastColumnIndex = columnIndex;} else {if (_currentRectangleGroup == null) {_currentRectangleGroup = new BlankCellRectangleGroup(_currentRowIndex, _firstColumnIndex, _lastColumnIndex);} else {if (!_currentRectangleGroup.acceptRow(_currentRowIndex, _firstColumnIndex, _lastColumnIndex)) {_rectangleGroups.add(_currentRectangleGroup);_currentRectangleGroup = new BlankCellRectangleGroup(_currentRowIndex, _firstColumnIndex, _lastColumnIndex);}}_currentRowIndex = rowIndex;_firstColumnIndex = columnIndex;_lastColumnIndex = columnIndex;}}}
public String toString() {return ""BLOCK: prefix="" + brToString(prefix);}","public void set(int index, long value) {final int o = index / 21;final int b = index % 21;final int shift = b * 3;blocks[o] = (blocks[o] & ~(7L << shift)) | (value << shift);}"
"2321","@Override public boolean contains(Object o) {if (!(o instanceof Entry)) {return false;}Entry<?, ?> e = (Entry<?, ?>) o;Object key = e.getKey();if (key == null) {return false;}V v = Impl.this.get(key);return v != null && strategy.equalValues(v, e.getValue());}
public void clear() {if (value != null) {Arrays.fill(value, (char) 0);value = null;}}
public DescribeDirectConnectGatewayAssociationsResult describeDirectConnectGatewayAssociations(DescribeDirectConnectGatewayAssociationsRequest request) {request = beforeClientExecution(request);return executeDescribeDirectConnectGatewayAssociations(request);}
public GetRestApiResult getRestApi(GetRestApiRequest request) {request = beforeClientExecution(request);return executeGetRestApi(request);}","public CreateLaunchTemplateVersionResult createLaunchTemplateVersion(CreateLaunchTemplateVersionRequest request) {request = beforeClientExecution(request);return executeCreateLaunchTemplateVersion(request);}"
"2326","public SetLoadBalancerPoliciesOfListenerResult setLoadBalancerPoliciesOfListener(SetLoadBalancerPoliciesOfListenerRequest request) {request = beforeClientExecution(request);return executeSetLoadBalancerPoliciesOfListener(request);}
public SoraniNormalizationFilter(TokenStream input) {super(input);}
public UpdateTerminationProtectionResult updateTerminationProtection(UpdateTerminationProtectionRequest request) {request = beforeClientExecution(request);return executeUpdateTerminationProtection(request);}
public void addChildRecord(EscherRecord record) {_childRecords.add(record);}","public SetIdentityMailFromDomainResult setIdentityMailFromDomain(SetIdentityMailFromDomainRequest request) {request = beforeClientExecution(request);return executeSetIdentityMailFromDomain(request);}"
"2331","public E remove(int location) {if (location >= 0 && location < size) {Link<E> link = voidLink;if (location < (size / 2)) {for (int i = 0; i <= location; i++) {link = link.next;}} else {for (int i = size; i > location; i--) {link = link.previous;}}Link<E> previous = link.previous;Link<E> next = link.next;previous.next = next;next.previous = previous;size--;modCount++;return link.data;}throw new IndexOutOfBoundsException();}
public UpdateJobResult updateJob(UpdateJobRequest request) {request = beforeClientExecution(request);return executeUpdateJob(request);}
public AddNoteCommand setNotesRef(String notesRef) {checkCallable();this.notesRef = notesRef;return this;}
public ListInvitationsResult listInvitations(ListInvitationsRequest request) {request = beforeClientExecution(request);return executeListInvitations(request);}","public boolean equals(Object obj) {if(! (obj instanceof ExtRst)) {return false;}ExtRst other = (ExtRst)obj;return (compareTo(other) == 0);}"
"2336","public synchronized void close() throws IOException {buffer = null;isClosed = true;notifyAll();}
public ListTrialsResult listTrials(ListTrialsRequest request) {request = beforeClientExecution(request);return executeListTrials(request);}
public CreateDocumentClassifierResult createDocumentClassifier(CreateDocumentClassifierRequest request) {request = beforeClientExecution(request);return executeCreateDocumentClassifier(request);}
public GetPasswordDataResult getPasswordData(GetPasswordDataRequest request) {request = beforeClientExecution(request);return executeGetPasswordData(request);}","public final String text() {return toString(bytes);}"
"2341","public HSSFPicture( HSSFShape parent, HSSFAnchor anchor ){super( parent, anchor );super.setShapeType(OBJECT_TYPE_PICTURE);CommonObjectDataSubRecord cod = (CommonObjectDataSubRecord) getObjRecord().getSubRecords().get(0);cod.setObjectType(CommonObjectDataSubRecord.OBJECT_TYPE_PICTURE);}
public CharSequence subSequence(int start, int end) {return new RawCharSequence(buffer, startPtr + start, startPtr + end);}
public DeleteAccessPointResult deleteAccessPoint(DeleteAccessPointRequest request) {request = beforeClientExecution(request);return executeDeleteAccessPoint(request);}
public DescribeSubnetsResult describeSubnets() {return describeSubnets(new DescribeSubnetsRequest());}","public AddTagsToOnPremisesInstancesResult addTagsToOnPremisesInstances(AddTagsToOnPremisesInstancesRequest request) {request = beforeClientExecution(request);return executeAddTagsToOnPremisesInstances(request);}"
"2346","public static String coerceValueToString(ValueEval ve) {if (ve instanceof StringValueEval) {StringValueEval sve = (StringValueEval) ve;return sve.getStringValue();}if (ve == BlankEval.instance) {return """";}}
public CreateVpcLinkResult createVpcLink(CreateVpcLinkRequest request) {request = beforeClientExecution(request);return executeCreateVpcLink(request);}
public DescribeTrafficMirrorTargetsResult describeTrafficMirrorTargets(DescribeTrafficMirrorTargetsRequest request) {request = beforeClientExecution(request);return executeDescribeTrafficMirrorTargets(request);}
public SetRepositoryPolicyResult setRepositoryPolicy(SetRepositoryPolicyRequest request) {request = beforeClientExecution(request);return executeSetRepositoryPolicy(request);}","public String toFormulaString() {return ""UNKNOWN"";}"
"2351","public ValueEval evaluate(int srcRowIndex, int srcColumnIndex, ValueEval arg0, ValueEval arg1) {try {double d0 = NumericFunction.singleOperandEvaluate(arg0, srcRowIndex, srcColumnIndex);double d1 = NumericFunction.singleOperandEvaluate(arg1, srcRowIndex, srcColumnIndex);return new NumberEval(evaluate(d0, d1, false));} catch (EvaluationException e) {return e.getErrorEval();}}
public void set(int index, long value) {final int o = index / 5;final int b = index % 5;final int shift = b * 12;blocks[o] = (blocks[o] & ~(4095L << shift)) | (value << shift);}
public ProtectionRev4Record(boolean protect) {this(0);setProtect(protect);}
public UpdateAuditStreamConfigurationResult updateAuditStreamConfiguration(UpdateAuditStreamConfigurationRequest request) {request = beforeClientExecution(request);return executeUpdateAuditStreamConfiguration(request);}","public Sheet build() {Sheet sheet = (sheetName == null) ? workbook.createSheet() : workbook.createSheet(sheetName);Row currentRow;Cell currentCell;for (int rowIndex = 0; rowIndex < cells.length; ++rowIndex) {Object[] rowArray = cells[rowIndex];currentRow = sheet.createRow(rowIndex);for (int cellIndex = 0; cellIndex < rowArray.length; ++cellIndex) {Object cellValue = rowArray[cellIndex];if (cellValue != null || shouldCreateEmptyCells) {currentCell = currentRow.createCell(cellIndex);setCellValue(currentCell, cellValue);}}}return sheet;}"
"2356","public CharArrayWriter(int initialSize) {if (initialSize < 0) {throw new IllegalArgumentException(""size < 0"");}buf = new char[initialSize];lock = buf;}
public AtomicReference(V initialValue) {value = initialValue;}
public static ISignatureComposer getComposer() {if (null == composer) {composer = new RpcSignatureComposer();}return composer;}
public ListHITsForQualificationTypeResult listHITsForQualificationType(ListHITsForQualificationTypeRequest request) {request = beforeClientExecution(request);return executeListHITsForQualificationType(request);}","public AddTagsToStreamResult addTagsToStream(AddTagsToStreamRequest request) {request = beforeClientExecution(request);return executeAddTagsToStream(request);}"
"2361","public String toString(){StringBuilder buffer = new StringBuilder();final String nl = System.getProperty(""line.separator"");buffer.append('[' + getRecordName() + ']' + nl);if (escherRecords.size() == 0)buffer.append(""No Escher Records Decoded"" + nl);for (EscherRecord r : escherRecords) {buffer.append(r);}buffer.append(""[/"" + getRecordName() + ']' + nl);return buffer.toString();}
public WSBoolRecord(RecordInputStream in) {byte[] data = in.readRemainder();field_1_wsbool =data[ 1 ];   field_2_wsbool =data[ 0 ];   }
public BrazilianStemFilter create(TokenStream in) {return new BrazilianStemFilter(in);}
public ResetCommand setRef(String ref) {this.ref = ref;return this;}","public EnableOrganizationAdminAccountResult enableOrganizationAdminAccount(EnableOrganizationAdminAccountRequest request) {request = beforeClientExecution(request);return executeEnableOrganizationAdminAccount(request);}"
"2366","public ValueEval getInnerValueEval(int sheetIndex) {return _evaluator.getEvalForCell(sheetIndex, getRow(), getColumn());}
public DeleteRecommenderConfigurationResult deleteRecommenderConfiguration(DeleteRecommenderConfigurationRequest request) {request = beforeClientExecution(request);return executeDeleteRecommenderConfiguration(request);}
public UpdateIntegrationResponseResult updateIntegrationResponse(UpdateIntegrationResponseRequest request) {request = beforeClientExecution(request);return executeUpdateIntegrationResponse(request);}
public String toString() {StringBuilder buffer = new StringBuilder();buffer.append(""[INTERFACEHDR]\n"");buffer.append(""    .codepage = "").append(HexDump.shortToHex(_codepage)).append(""\n"");buffer.append(""[/INTERFACEHDR]\n"");return buffer.toString();}","public String outputToString(BytesRef output) {return output.toString();}"
"2371","public String toString() {StringBuilder sb = new StringBuilder();sb.append(""dim="");sb.append(dim);sb.append("" path="");sb.append(Arrays.toString(path));sb.append("" value="");sb.append(value);sb.append("" childCount="");sb.append(childCount);sb.append('\n');for(LabelAndValue labelValue : labelValues) {sb.append(""  "").append(labelValue).append(""\n"");}return sb.toString();}
public AcceptVpcEndpointConnectionsResult acceptVpcEndpointConnections(AcceptVpcEndpointConnectionsRequest request) {request = beforeClientExecution(request);return executeAcceptVpcEndpointConnections(request);}
public DescribeIdentityProviderConfigurationResult describeIdentityProviderConfiguration(DescribeIdentityProviderConfigurationRequest request) {request = beforeClientExecution(request);return executeDescribeIdentityProviderConfiguration(request);}
public void clear() {head = null;free.clear();}","public String toString() {return getClass().getSimpleName() + ""["" + getFile().getPath() + ""]"";}"
"2376","public GetRelationalDatabaseBlueprintsResult getRelationalDatabaseBlueprints(GetRelationalDatabaseBlueprintsRequest request) {request = beforeClientExecution(request);return executeGetRelationalDatabaseBlueprints(request);}
public void concatenate(byte[] array) {if (array == null) {throw new IllegalArgumentException(""array cannot be null"");}arrays.add(array);}
public final ByteBuffer get(byte[] dst, int dstOffset, int byteCount) {checkGetBounds(1, dst.length, dstOffset, byteCount);System.arraycopy(backingArray, offset + position, dst, dstOffset, byteCount);position += byteCount;return this;}
public DescribeAutoScalingNotificationTypesResult describeAutoScalingNotificationTypes() {return describeAutoScalingNotificationTypes(new DescribeAutoScalingNotificationTypesRequest());}","public int compareTo(LookupResult o) {return CHARSEQUENCE_COMPARATOR.compare(key, o.key);}"
"2381","public UpdateVariableResult updateVariable(UpdateVariableRequest request) {request = beforeClientExecution(request);return executeUpdateVariable(request);}
public TranslateTextRequest() {super(""hiknoengine"", ""2019-06-25"", ""TranslateText"", ""hiknoengine"");setMethod(MethodType.POST);}
public E set(int location, E object) {E result = a[location];a[location] = object;return result;}
public static Document loadXML(Reader is) {DocumentBuilderFactory dbf = DocumentBuilderFactory.newInstance();DocumentBuilder db = null;try {db = dbf.newDocumentBuilder();}catch (Exception se) {throw new RuntimeException(""Parser configuration error"", se);}org.w3c.dom.Document doc = null;try {doc = db.parse(new InputSource(is));}catch (Exception se) {throw new RuntimeException(""Error parsing file:"" + se, se);}return doc;}","public void setTokenStream(TokenStream tokenStream) {if (type.indexOptions() == IndexOptions.NONE || !type.tokenized()) {throw new IllegalArgumentException(""TokenStream fields must be indexed and tokenized"");}this.tokenStream = tokenStream;}"
"2386","public ValueEval getArea3DEval(Area3DPtg aptg) {SheetRangeEvaluator sre = createExternSheetRefEvaluator(aptg.getExternSheetIndex());return new LazyAreaEval(aptg.getFirstRow(), aptg.getFirstColumn(),aptg.getLastRow(), aptg.getLastColumn(), sre);}
public MulBlankRecord(int row, int firstCol, short[] xfs) {_row = row;_firstCol = firstCol;_xfs = xfs;_lastCol = firstCol + xfs.length - 1;}
public EngineDefaults describeEngineDefaultParameters(DescribeEngineDefaultParametersRequest request) {request = beforeClientExecution(request);return executeDescribeEngineDefaultParameters(request);}
public AttachVolumeResult attachVolume(AttachVolumeRequest request) {request = beforeClientExecution(request);return executeAttachVolume(request);}","public long ramBytesUsed() {return ((termOffsets!=null)? termOffsets.ramBytesUsed() : 0) +((termsDictOffsets!=null)? termsDictOffsets.ramBytesUsed() : 0);}"
"2391","public DeleteWorkerBlockResult deleteWorkerBlock(DeleteWorkerBlockRequest request) {request = beforeClientExecution(request);return executeDeleteWorkerBlock(request);}
public static void unregister(TransportProtocol proto) {for (WeakReference<TransportProtocol> ref : protocols) {TransportProtocol refProto = ref.get();if (refProto == null || refProto == proto)protocols.remove(ref);}}
public CreateNetworkInterfacePermissionResult createNetworkInterfacePermission(CreateNetworkInterfacePermissionRequest request) {request = beforeClientExecution(request);return executeCreateNetworkInterfacePermission(request);}
public void parseLine(DocData docData, String line) {String[] parts = line.split(""\\t"", 7);docData.setID(Integer.parseInt(parts[0]));docData.setName(parts[1]);String latitude = parts[4];String longitude = parts[5];docData.setBody(""POINT(""+longitude+"" ""+latitude+"")"");}","public DeleteArchiveRequest(String accountId, String vaultName, String archiveId) {setAccountId(accountId);setVaultName(vaultName);setArchiveId(archiveId);}"
